company,score,towns_cities,counties,routes,tags,linkedin_company_search_url,linkedin_jobs_search_url,linkedin_recruiter_search_url,linkedin_hiring_manager_search_url,outreach_reason,connection_note
Deltaclass Technology Solutions Limited Sl,78,['ough Be'],['rkshire Worker (A'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Deltaclass+Technology+Solutions+Limited+Sl,https://www.linkedin.com/jobs/search/?keywords=Deltaclass+Technology+Solutions+Limited+Sl+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Deltaclass+Technology+Solutions+Limited+Sl+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Deltaclass+Technology+Solutions+Limited+Sl+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in ough Be.,"Hi, I noticed Deltaclass Technology Solutions Limited Sl is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Deltaclass Technology Solutions Lim"
Dragon y Technology Solutions Limited,78,['Kemble'],['Gloucestershire'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Dragon+y+Technology+Solutions+Limited,https://www.linkedin.com/jobs/search/?keywords=Dragon+y+Technology+Solutions+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Dragon+y+Technology+Solutions+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Dragon+y+Technology+Solutions+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Kemble.,"Hi, I noticed Dragon y Technology Solutions Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Dragon y Technology Solutions Limited."
EJ Peak Technology Solutions Limited Daresbur,78,['y Cheshire'],['Worker (A rating'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=EJ+Peak+Technology+Solutions+Limited+Daresbur,https://www.linkedin.com/jobs/search/?keywords=EJ+Peak+Technology+Solutions+Limited+Daresbur+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=EJ+Peak+Technology+Solutions+Limited+Daresbur+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=EJ+Peak+Technology+Solutions+Limited+Daresbur+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in y Cheshire.,"Hi, I noticed EJ Peak Technology Solutions Limited Daresbur is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at EJ Peak Technology Solutions Lim"
Ennovision Technology Solutions Limited Rickmansw,78,['orth'],['Worker (A rating'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Ennovision+Technology+Solutions+Limited+Rickmansw,https://www.linkedin.com/jobs/search/?keywords=Ennovision+Technology+Solutions+Limited+Rickmansw+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Ennovision+Technology+Solutions+Limited+Rickmansw+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Ennovision+Technology+Solutions+Limited+Rickmansw+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in orth.,"Hi, I noticed Ennovision Technology Solutions Limited Rickmansw is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Ennovision Technology Soluti"
Entralon Technology Limited,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Entralon+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Entralon+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Entralon+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Entralon+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Entralon Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Entralon Technology Limited."
Etech Repair Limited T/A Cotswold Phones,78,['Tewkesbury'],['Worker'],['Skilled Worker'],"['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Etech+Repair+Limited+T%2FA+Cotswold+Phones,https://www.linkedin.com/jobs/search/?keywords=Etech+Repair+Limited+T%2FA+Cotswold+Phones+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Etech+Repair+Limited+T%2FA+Cotswold+Phones+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Etech+Repair+Limited+T%2FA+Cotswold+Phones+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Tewkesbury.,"Hi, I noticed Etech Repair Limited T/A Cotswold Phones is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Etech Repair Limited T/A Cotswold Pho"
Expleo Technology UK Limited,78,['London'],[],"['Global Business Mobility: Senior or Specialist Worker', 'Skilled Worker']","['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Expleo+Technology+UK+Limited,https://www.linkedin.com/jobs/search/?keywords=Expleo+Technology+UK+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Expleo+Technology+UK+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Expleo+Technology+UK+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Expleo Technology UK Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Expleo Technology UK Limited."
ffi ffi Fusion Health Technology Solutions UK Ltd London,78,[],['Worker (A'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=ffi+ffi+Fusion+Health+Technology+Solutions+UK+Ltd+London,https://www.linkedin.com/jobs/search/?keywords=ffi+ffi+Fusion+Health+Technology+Solutions+UK+Ltd+London+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=ffi+ffi+Fusion+Health+Technology+Solutions+UK+Ltd+London+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=ffi+ffi+Fusion+Health+Technology+Solutions+UK+Ltd+London+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route.,"Hi, I noticed ffi ffi Fusion Health Technology Solutions UK Ltd London is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at ffi ffi Fusion Health"
Fifty Technology Limited,78,['London'],['Worke'],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Fifty+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Fifty+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Fifty+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Fifty+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Fifty Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Fifty Technology Limited."
Finbourne Technology Limited,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Finbourne+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Finbourne+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Finbourne+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Finbourne+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Finbourne Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Finbourne Technology Limited."
Finspire Technology Ltd,78,['London'],['Worker (A rating)'],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Finspire+Technology+Ltd+London,https://www.linkedin.com/jobs/search/?keywords=Finspire+Technology+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Finspire+Technology+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Finspire+Technology+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Finspire Technology Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Finspire Technology Ltd."
Flexible Technology Solutions UK Ltd Beacons eld,78,['Buckinghamshi'],['re Worker (A rating'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Flexible+Technology+Solutions+UK+Ltd+Beacons+eld,https://www.linkedin.com/jobs/search/?keywords=Flexible+Technology+Solutions+UK+Ltd+Beacons+eld+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Flexible+Technology+Solutions+UK+Ltd+Beacons+eld+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Flexible+Technology+Solutions+UK+Ltd+Beacons+eld+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Buckinghamshi.,"Hi, I noticed Flexible Technology Solutions UK Ltd Beacons eld is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Flexible Technology Solutions"
Form3 Technology Limited,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Form3+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Form3+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Form3+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Form3+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Form3 Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Form3 Technology Limited."
FREYA BIOTECHNOLOGY INTERNATIONAL LIMITED,78,['London'],['Work'],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=FREYA+BIOTECHNOLOGY+INTERNATIONAL+LIMITED,https://www.linkedin.com/jobs/search/?keywords=FREYA+BIOTECHNOLOGY+INTERNATIONAL+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=FREYA+BIOTECHNOLOGY+INTERNATIONAL+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=FREYA+BIOTECHNOLOGY+INTERNATIONAL+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed FREYA BIOTECHNOLOGY INTERNATIONAL LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at FREYA BIOTECHNOLOGY INTERNATIONAL LI"
